ID,Language_ID,Headword,Part_Of_Speech,Entry_IDs,Gloss,MWE_Structure,Main_Entry,Morphology,Variant_Form
LX000017,tio,huun vaa tea ...,n2.constr,kukusu ; magura,liquid linker PREP=ART2.SG,n - linker - prep - NP,,huun vaa te=a,
huvi,tio,huvi,vt,anoo ; ganogano ; kaukau ; muu,,,,,
huvi_ni,tio,huvi ni,vt.constr,,peel APPL,vt - appl,,huvi ni,
i_1,tio,i,pron,e_2 ; ee,3SG.PRON,,,i,"e, -ee, =i"
i_2,tio,i,dem,evei ; maanai,DEM1,,,i,=i
iaa,tio,iaa,n1,,,,,,
iaa_bo_tetee,tio,iaa bo tetee,n1.constr,,mother and father,n - conj - n,,iaa bo tetee,
iaha,tio,iaha,n3,aha ; besin,,,,,
iana,tio,iana,n2,bonono ; buha ; goroto ; kavukavuhu,,,,,
iana_vaa_namana,tio,iana vaa namana,n2.constr,havanao ; taninii,fish LNK ocean,n - linker - n,,iana vaa namana,
iana_vaa_ruene,tio,iana vaa ruene,n2.constr,iana_vaa_tahii ; rokoitoa,fish LNK freshwater,n - linker - n,,iana vaa ruene,
iana_vaa_tahii,tio,iana vaa tahii,n2.constr,booroo ; sitono ; tahii_2,fish LNK saltwater,n - linker - n,,iana vaa tahii,
ibu,tio,ibu,n3,ibu_overe ; ibun_2,string,,,ibu,
ibu_karuu,tio,ibu karuu,n3.constr,karuu_2,cliuster Cut.Nut,n - n,,ibu karuu,
ibu_magura,tio,ibu magura,n3.constr,,cluster young.coconut,n - n,,ibu magura,
ibu_overe,tio,ibu overe,n3.constr,ibun_2,cluster coconut,n - n,,ibu overe,ibun overe
ibuibun,tio,ibuibun,vt,ibun_1 ; kara_toraaraa,RED-thread,,,ibu-ibun,
ibukaruu,tio,ibukaruu,n3,karikaripuu ; kosi_1,,,,,
ibun_1,tio,ibun,vt,ibuibun ; tasu_busu,,,,,
ibun_2,tio,ibun,n3,ibu ; ibun_iana ; ibun_kehaa,,,,,
ibun_iana,tio,ibun iana,n3.constr,ibu ; makaree,thread fish,n - n,,ibun iana,
ibun_kehaa,tio,ibun kehaa,vi.constr,huha_kave,thread shell,vt - n,,ibun kehaa,
ibun_overe,tio,ibun overe,n3.constr,kukusu,cluster coconut,n - n,,ibun overe,
ibuu,tio,ibuu,n3,ibu ; ibu_magura ; ibu_overe ; ibun_1 ; ibun_2,,,,,ibu
igoigosi,tio,igoigosi,adv,igosi_ni,RED-disgusted,,,igo-igosi,
igoigosi_ni,tio,igoigosi ni,vt.constr,igosi_ni,RED-disgusted APPL,vi - appl,,igo-igosi ni,
igoro,tio,igoro,n2,vabebeahu_1 ; vavaakirii,,,,,
igosi_ni,tio,igosi ni,vt.constr,mata_dorodoro ; pirupiruru ; taovuuvuu ; vaigosi,disgusted APPL,vi - appl,,igosi ni,
ih,tio,ih,interjection,,,,,,
ihu_1,tio,ihu,n2,hoohoa ; taovu_1 ; tookeukeu,,,,,
ihu_2,tio,ihu,n2,govara_1 ; govara_2,,,,,
ihu_govaa,tio,ihu govaa,adj.constr,govaa,nose hole,n - n,,ihu govaa,
ihu_tamamata,tio,ihu tamamata,adj.constr,kahoo_tamamata ; tamamata,nose ACAUS-open,n - vi,,ihu ta-mamata,
ihuana,tio,ihuana,vt,bon_3 ; vaahoa,,,,,
ihuana_antee,tio,ihuana antee,vi.constr,antee_1,wait until,vi - vi,,ihuana antee,
ihuihu_beebebeahu,tio,ihuihu beebebeahu,n2.constr,abana_1 ; ihu_1 ; ria_3 ; tookeukeu,RED-nose RED-long,n - adj,,ihu-ihu bee-bebeahu,
ihuihuana,tio,ihuihuana,vt,hivuhivuana ; ihuana,RED-wait,,,ihu-ihuana,
ihuna,tio,ihuna,n3,ihu_1,nose-DEREL,,,ihu-na,
iki,tio,iki,vi,,,,,,
iku,tio,iku,vi,vaikuiku_1 ; vaikuiku_2 ; vavaaiku_1,,,,,
iku_gunaha,tio,iku gunaha,vi.constr,,hang go.down,vi - vi,,iku gunaha,
ikuna_1,tio,ikuna,vt,herepe,,,,,
ikuna_2,tio,ikuna,n3,,,,,,
inaho,tio,inaho,n3,booboo_2 ; inahoo ; kumako,,,,,inahoo
inahoo,tio,inahoo,n3,inaho ; kumako ; pakoo_2,,,,,inaho
inana,tio,inana,vt,baitono_inana ; tara_inana,,,,,
inimoo,tio,inimoo,n3,asi_manoto,,,,,
ino,tio,ino,vi,taraha ; vanimatoa,,,,,
inu,tio,inu,n2,inu_goroho ; kake,,,,,
inu_atovo,tio,inu atovo,n2.constr,atovo_1,house sago palm,n - n,,inu atovo,
inu_basu,tio,inu basu,n2.constr,basu,house nipa.palm,n - n,,inu basu,
inu_bebeaka,tio,inu bebeaka,n2.constr,bebeaka,house defecate,n - vi,,inu bebeaka,
inu_goroho,tio,inu goroho,n2.constr,inu_vaa_teo_kasuana,house sleep,n - vi,,inu goroho,
inu_lotu,tio,inu lotu,n2.constr,lotu_1,house Chruch,n - n,,inu lotu,
inu_maurata,tio,inu maurata,n2.constr,maurata_2,house girl.having.her.first.menstruation,n - n,,inu maurata,
inu_nahunahu,tio,inu nahunahu,n2.constr,nahunahu_2,house RED-cook,n - vi,,inu nahu-nahu,
inu_sibono_kavuraa,tio,inu sibono kavuraa,n2.constr,kavuraa_1,house roast copra,n - vt - n,,inu sibono kavuraa,
inu_sibono_overe,tio,inu sibono overe,n2.constr,,house roast coconut,n - vt - n,,inu sibono overe,
inu_teo_naovana,tio,inu teo naovana,n2.constr,naovana,house PREP=ART2.PL land.animal,n - prep - NP,,inu te=o naovana,
inu_vaa_gina,tio,inu vaa gina,n2.constr,vaa_gina,house LNK-up,n - linker - adv,,inu vaa gina,
inu_vaa_kamuru,tio,inu vaa kamuru,n2.constr,gerugeru_1 ; kamuru,house LNK shave,n - linker - vt,,inu vaa kamuru,
inu_vaa_putaa,tio,inu vaa putaa,n2.constr,,house LNK on.the.ground,n - linker - adv,,inu vaa putaa,
inu_vaa_tavatava,tio,inu vaa tavatava,n2.constr,tavatava_2,house LNK incisions,n - linker - vt,,inu vaa tavatava,
inu_vaa_teo_kasuana,tio,inu vaa teo kasuana,n2.constr,inu_vaa_gina ; inu_vaputaa,house LNK PREP=ART3.SG ground,n - linker - prep - NP,,inu vaa te=o kasuana,
inu_vaavon,tio,inu vaavon,n2.constr,,house CAUS-buy,n - vt,,inu vaa-von,
inu_vahuhu,tio,inu vahuhu,n2.constr,paepa_vahuhu ; vahuhu,house give.birth,n - vi,,inu vahuhu,
inu_vaputaa,tio,inu vaputaa,n2.constr,inu_vaa_teo_kasuana ; putaa,house LNK=on.te.ground,n - linker = adv,,inu va=putaa,
inu_vasu,tio,inu vasu,n2.constr,,house stone,n - n,,inu vasu,
inu_vatagae,tio,inu vatagae,n2.constr,vatagae,house heal,n - vt,,inu vatagae,
inu_vatokoro,tio,inu vatokoro,n2.constr,vaasipoana_1 ; vatokoro,house piercing,n - vi,,inu vatokoro,
iobo,tio,iobo,n3,bonaa_iobo ; hovu_1 ; pusu_hiovu_1 ; sinaka ; taba_2,,,,,
iobo_suuna,tio,iobo suuna,n3.constr,suuna_1,sea-sausage genuine,n - adj,,iobo suuna,
ioo,tio,ioo,vi,,,,,,
ipaava,tio,ipaava,n2,ariono_1 ; kiitau_1 ; kopokopomate,,,,,
ipinoo,tio,ipinoo,vt/vd,tavara,,,,,
ipinoo_2,tio,ipinoo,n2,,,,,,
ipoa,tio,ipoa,n2,ipoana_2,,,,,
ipoana_1,tio,ipoana,n3,tabotaboo,,,,,
ipoana_2,tio,ipoana,n3,ipoa,stone.axe,,,ipoana,
iposi,tio,iposi,n3,posi,,,,,
ipoto,tio,ipoto,vt,paatoo ; toa,,,,,
ira,tio,ira,vt,,,,,,
iravata,tio,iravata,n2,hoa_2 ; horivana,,,,,
iri,tio,iri,n2,beana_1 ; mataniva ; nasi ; saruvee,,,,,
irihi,tio,irihi,n2,kao_irihi ; kavekave_kaakoo,,,,,
iru,tio,iru,n2,,,,,,
isuisuvu,tio,isuisuvu,vi,isuvu,RED-fill,,,isu-isuvu,
isuku,tio,isuku,n2,isuku_kuri ; isuku_moo-,,,,,
isuku_kuri,tio,isuku kuri,n2.constr,,joint arm,n - n,,isuku kuri,
isuku_moo-,tio,isuku moo-,n2.constr,,joint leg-,n - n,,isuku moo-,
isuvu,tio,isuvu,vt,isuisuvu ; kana,,,,,
isuvu_ruene_ni,tio,isuvu ruene ni,vt.constr,kururu,fetch water APPL,vt - n - appl,,isuvu ruene ni,
itao,tio,itao,n3,govara_1 ; matana_2 ; potee_1 ; sinivi_1 ; too_itao,,,,,
itao_ki,tio,itao ki,vt.constr,itao,sit.at.the.stern DAT,vi - prep,,itao ki,
itoovi,tio,itoovi,n3,hiroo_2 ; vahiroo ; vuri_vahuhu,,,,,
ius_ni,tio,ius ni,vt.constr,,use APPL,vt - appl,,ius ni,
ivihi,tio,ivihi,vi/vt,vasisio_1,,,,,
ivoohi_1,tio,ivoohi,n3,ivoohi_2 ; raniranii,,,,,
ivoohi_2,tio,ivoohi,vd,ivoohi_1,,,,,
ka,tio,ka,clitic constr,kama ; ki,DAT=OBJM,prep = object marker,,k=a,
kaa,tio,kaa,vi,kaakaa_3 ; kahoo_kaa ; vaakaa,,,,,
kaabororoo,tio,kaabororoo,n2,,,,,,
kaabusii,tio,kaabusii,n2,sinarona,,,,,
kaago,tio,kaago,n3,,,,,,kaakoo 1
kaakaa_1,tio,kaakaa,vt,kaa,,,,,
kaakaa_2,tio,kaakaa,n2,moko,,,,,
kaakaa_3,tio,kaakaa,vi,kaa,RED-open.mouth,,,kaa-kaa,
kaakake_1,tio,kaakake,n2,kake,RED-hut,,,kaa-kake,
kaakake_2,tio,kaakake,vi,kake,RED-hut,,,kaa-kake,
kaakaku_1,tio,kaakaku,vt,,RED-butcher,,,kaa-kaku,
kaakaku_2,tio,kaakaku,n3,,RED-kind,,,kaa-kaku,
kaakaru_1,tio,kaakaru,n3,aisi,,,,,
kaakaru_2,tio,kaakaru,vt/vd,kosi_2 ; nahu_2,,,,,
kaakau_1,tio,kaakau,n3,hiiruu_kaakau ; naokaakau ; vua_kaakau,,,,,
kaakau_2,tio,kaakau,n2,vua_kaakau,,,,,
kaakau_3,tio,kaakau,n2,overe_3,,,,,
kaakoo,tio,kaakoo,vi,buha ; gina ; hua_kaakoo ; kavekave_kaakoo ; nao_1 ; nata_kaakoo,,,,,
kaakoo_hiava,tio,kaakoo hiava,vi.constr,hiava,go.in.a.certain.direction go.up,vi - vi,,kaakoo hiava,
kaaku,tio,kaaku,n3,tatasu_4,,,,,
kaapaa,tio,kaapaa,adj,maen_1,,,,,
kaapee,tio,kaapee,adj,,,,,,
kaara,tio,kaara,n2,vaahae,,,,,
kaaraa,tio,kaaraa,n3,itoovi,,,,,
kaavisu,tio,kaavisu,n2,bebeana_ni ; oha_2,,,,,
kabe,tio,kabe,vt,takabe,,,,,
kabirohi,tio,kabirohi,n2,amisina ; karee ; moguae ; vahavahara,,,,,
kabobo,tio,kabobo,adj,,,,,,
kabokabobo,tio,kabokabobo,n2,kabobo,RED-toothless,,,kabo-kabobo,
kaboto,tio,kaboto,vt,urita,,,,,
kaburu,tio,kaburu,n3,anii ; kiririi_2,,,,,
kabuu_1,tio,kabuu,vt/vd,vakabuu,,,,,
kabuu_2,tio,kabuu,vi/vt,muu,,,,,
kabuu_3,tio,kabuu,vi,,,,,,
kae_1,tio,kae,vt,dee_1 ; hoi_1 ; kae_2 ; takae,,,,,
kae_2,tio,kae,n2,hoi_1,,,,,
kae_kahi,tio,kae kahi,vd.constr,kae_1,lift from,vt - prep,,kae kahi,
kae_ni,tio,kae ni,vt.constr,kae_1,carry APPL,vt - appl,,kae ni,
kae_tavus,tio,kae tavus,vt.constr,,lift go/come.out,vt - vi,,kae tavus,
kae_voosu,tio,kae voosu,vt.constr,hoi_1 ; kae_1 ; voosu,carry go.home,vt - vi,,kae voosu,
kaekae,tio,kaekae,vt,kae_1,RED-lift,,,kae-kae,
kaen,tio,kaen,n3,kaku_2,,,,,
kaenkaen,tio,kaenkaen,n3,kaen ; kaku_2 ; kakukaku,RED-kind,,,kaen-kaen,
kaesi,tio,kaesi,vt,kaesi_gunaha ; kaesi_hiava ; sinivi_1,,,,,
kaesi_gunaha,tio,kaesi gunaha,vt.constr,gunaha,pull go.down,vt - vi,,kaesi gunaha,
kaesi_hiava,tio,kaesi hiava,vt.constr,hiava ; kaesi_gunaha,pull go.up,vt - vi,,kaesi hiava,
kaetoro,tio,kaetoro,n2,,,,,,
kaha_1,tio,kaha,vi,ena ; hoa_1 ; hua,,,,,
kaha_2,tio,kaha,n2,areau,millipede,,,kaha,
kahee,tio,kahee,vi,,,,,,
kahi_1,tio,kahi,prep,ani_kahi ; hovu_kahi ; kahu_kahi ; mahun_kahi ; mate_kahi ; mutee_kahi,away.from,,,kahi,
kahi_2,tio,kahi,tam,pasi,TAM1,,,kahi,
kahi_3,tio,kahi,n1/n2,kuri ; mea_1 ; moo,,,,,
kahii_1,tio,kahii,clitic constr,busu_kahi,from=3SG.PRON,prep = pron,,kahi=i,
kahii_2,tio,kahii,interjection,,leave=3SG.PRON,,,kahi=i,
kahonae,tio,kahonae,n2.constr,kahoo,head-3SG.POSS=3SG,n = pron,,kaho-na=e,
kahonam,tio,kahonam,n2.constr,,head=1PL.EX.PRON,n = pron,,kaho=nam,
kahoo,tio,kahoo,n2/n3,heehena ; hiana_1 ; taovu_1,,,,,
kahoo_kaa,tio,kahoo kaa,adj.constr,kaa,head open,n - vi,,kahoo kaa,
kahoo_tamamata,tio,kahoo tamamata,adj.constr,kahoo ; tamamata,head ACAUS-open,n - vi,,kahoo ta-mamata,
kahoo_tope,tio,kahoo tope,n3.constr,,head coconut.shell,n - n,,kahoo tope,
kahu_1,tio,kahu,vt,baneo_visoasi ; kara_kave,,,,,
kahu_2,tio,kahu,n2,kahu_1 ; tabu,,,,,
kahu_kahi,tio,kahu kahi,vd.constr,kapa_1,scrape.off from,vt - prep,,kahu kahi,
kahukahu,tio,kahukahu,vt,kahu_1 ; kapokaporo,RED-scrape.off,,,kahu-kahu,
kai,tio,kai,n3,ohita_2,,,,,
kaikai,tio,kaikai,vt,kai,RED-kernel.of.galip.nut,,,kai-kai,
kakaamuru,tio,kakaamuru,n3,vuunoo,,,,,
kakaavoo_1,tio,kakaavoo,adj,manasu ; vakakaavoo_2,,,,,
kakaavoo_2,tio,kakaavoo,n2,taba_2,,,,,
kakaavoo_3,tio,kakaavoo,n3,tookeukeu,white.colour,,,kakaavoo,
kakaen,tio,kakaen,n3,kaen ; ta_4,RED-kind,,,ka-kaen,
kakaiato,tio,kakaiato,n3,,,,,,
kakakato,tio,kakakato,vi,kakato,RED-short,,,ka-kakato,
kakaku,tio,kakaku,vt,kaku_1 ; mao_3,RED-butcher,,,ka-kaku,
kakamuru,tio,kakamuru,vt,kamuru,RED-shave.head,,,ka-kamuru,
kakamuru_boha,tio,kakamuru boha,vt.constr,vakamuru_ni,shave.head break,vt - vt,,kakamuru boha,
kakaniva,tio,kakaniva,adj,buoto ; hoohoa ; kosi_kakaniva ; vakakaniva,,,,,
kakaniva_vo,tio,kakaniva vo,vi.constr,rutaa_vo,sharp like,adj - prep,,kakaniva vo,
kakapa,tio,kakapa,vt,kara_urisi ; urisi_2 ; veresun,RED-lift.and.remove,,,ka-kapa,
kakapihi,tio,kakapihi,n3,kaporo_1 ; rutaa_2,,,,,
kakareebasu,tio,kakareebasu,n2,vavaaviru,,,,,
kakaroro,tio,kakaroro,n3,banabana ; gururu,,,,,
kakarusu,tio,kakarusu,n3,moo,,,,,
kakasuana,tio,kakasuana,vi,kasuana_3,RED-sand,,,ka-kasuana,
kakasuana_oha,tio,kakasuana oha,vi.constr,oha_3,RED-sand all.over,vi - adv,,ka-kasuana oha,
kakata,tio,kakata,vt,kata,RED-break.open,,,ka-kata,
kakato,tio,kakato,adj,kakakato ; koinia_1 ; vakakato,,,,,
kakau,tio,kakau,n2,rokoroko,,,,,
kakauraa,tio,kakauraa,vi,kaura_2,RED-make.copra,,,ka-kauraa,
kakavei,tio,kakavei,n2,kave_baoru ; nove ; sinoo_2,,,,,
kakavoro,tio,kakavoro,n3,hae_2,,,,,
kake,tio,kake,n3,vigu,,,,,
kake_raon,tio,kake raon,n3,kake ; raon,hut heliconia.indica,,,kake raon,
kakiroo,tio,kakiroo,vi,are_2,,,,,
kaku_1,tio,kaku,vt,kakaku ; taovu_1 ; vaamin,,,,,
kaku_2,tio,kaku,n3,kakukaku ; tara_vakakaavoo ; kaen ; kaku_mosi ; maamihu_kaku,,,,,
kaku_3,tio,kaku,vt,takaku_1 ; vakakaku_vuhun,,,,,
kaku_4,tio,kaku,adv,,,,,,
kaku_goroto,tio,kaku goroto,vi.constr,kaku_1,butcher turtle,vt - n,,kaku goroto,
kaku_mosi,tio,kaku mosi,n3.constr,kaku_2,kind cut,n - vt,,kaku mosi,
kaku_pisi,tio,kaku pisi,vt.constr,,break fold,vt - vt,,kaku pisi,
kaku_varuvarutaa,tio,kaku varuvarutaa,vt.constr,varutaa_1,butcher RED-CAUS-small,vt - vt,,kaku varu-va-rutaa,
kakuaehana,tio,kakuaehana,n3,maraasita,,,,,
kakuavana,tio,kakuavana,n2,moomoo_2 ; pusu_guu,,,,,
kakukaku,tio,kakukaku,n3,ariono_1 ; kaenkaen ; kaku_2 ; kiitau_1 ; kopokopomate,RED-kind,,,kaku-kaku,
kakusi,tio,kakusi,n3,uruava,,,,,
kama,tio,kama,clitic constr,ama ; LX000019 ; ni,DAT=1SG/PL.OBJM,prep = object marker,,k=ama,
kamaanam,tio,kamaanam,clitic constr,LX000003 ; LX000019 ; maa_1 ; nam,DAT=OBJM=hither=1PL.EX,prep = object marker = adv = pron,,k=a=maa=nam,
kamanaa,tio,kamanaa,clitic constr,,DAT=1SG.OBJM=1SG.PRON,prep = object marker = pron,ki ; naa,k=ama=naa,
kamanam,tio,kamanam,clitic constr,anam ; ki,DAT=1PL.EX.OBJM=1PL.EX.PRON,prep = object marker = pron,,k=ama=nam,
kamaraara,tio,kamaraara,clitic constr,LX000019 ; karaara ; ki,DAT=OBJM=hither.1PLIN.OBJM=1PL.IN.PRON,prep = object marker = adv.object marker = pron,,k=a=maa=ra=ara,
kamatao,tio,kamatao,n2,,,,,,
kamau_1,tio,kamau,n2,sinosinoana,,,,,
kamau_2,tio,kamau,clitic constr,LX000003 ; LX000019 ; mau ; me_2,DAT=OBJM=hither=IMM,prep = object marker = adv = tam,,k=a=maa=u,
kameam,tio,kameam,clitic constr,ki,DAT=2PL.OBJM=2PL.PRON,prep = object marker = pron,,k=ame=am,
kamevuamu,tio,kamevuamu,clitic constr,,DAT=2PL.OBJM=IMM=2PL.PRON,prep = object marker = tam = pron,,k=ame=vu=amu,
kamikamisi,tio,kamikamisi,vi,,RED-pain,,,kami-kamisi,
kamisi_1,tio,kamisi,vi,buraa_1 ; vakamisi ; vavaakamisi,,,,,
kamisi_2,tio,kamisi,n2,kamisi_1,,,,,
kamisi_3,tio,kamisi,n3,kamisi_1,,,,,
kamisi_kahoo,tio,kamisi kahoo,vi.constr,,sick head,vi - n,,kamisi kahoo,
kamisi_komana,tio,kamisi komana,n3.constr,anahuna ; kaneasun ; kapoko,pain stomach-DEREL,n - n,,kamisi koma-na,kamis komana
kamisi_mi,tio,kamisi mi,vt.constr,tokapisi,sick with,vi - prep,,kamisi mi,kamis mi
kamisi_nihi,tio,kamisi nihi,n3.constr,porete_2,illness tooth,n - n,,kamisi nihi,kamis nihi
kamisi_suinina_1,tio,kamisi suinina,n3.constr,,sickness body-DEREL,n - n,,kamisi suini-na,
kamisi_suinina_2,tio,kamisi suinina,vi.constr,,sick body-DEREL,vi - n,,kamisi suin-ina,
kamisi_toonuna,tio,kamisi toonuna,vi.constr,riiroo ; toonuna_1,pain back-EV-DEREL,vi - n,,kamisi toon-u-na,kamis toonuna
kamisi_vahatahata,tio,kamisi vahatahata,vi.constr,,sick-ADVR-RED-bad,vi - adv,,kamisi va-hata-hata,
kamisinae,tio,kamisinae,n2.constr,,pain-3SG.POSS=3SG.PRON,n = pron,,kamisi-na=e,
kamoto,tio,kamoto,vt/vd,vakamokamoto,,,,,
kamuraa,tio,kamuraa,n2,,,,,,
kamuru,tio,kamuru,vt,gerugeru_1 ; kakamuru ; vaasipoana_1 ; vaasipoana_2 ; vakamuru_ni,,,,,
kan_1,tio,kan,n2,,,,,,
kan_2,tio,kan,n2,,,,,,
kan_bebeera,tio,kan bebeera,n2.constr,,cohort RED-chief,n - n,,kan be-beera,
kan_manoto,tio,kan manoto,n2.constr,manoto,cohort wise,n - vi,,kan manoto,
kana,tio,kana,vt/vd,aranavi ; ovunaa ; rabitava,,,,,
kana_kahi,tio,kana kahi,vd.constr,,scoop from,vt - prep,,kana kahi,
kana_maa,tio,kana maa,vt.constr,,scoop hither,vt - adv,,kana maa,
kana_ruene,tio,kana ruene,vi.constr,ruene_2,scoop fresh.water,vt - n,,kana ruene,
kana_tavusu,tio,kana tavusu,vt.constr,goroto,scoop come.out,vt - vi,,kana tavusu,
kanaa,tio,kanaa,clitic constr,ki,DAT=OBJM=1SG.PRON,prep = object marker = pron,,k=a=naa,
kanae,tio,kanae,clitic constr,anaa ; kanaa,DAT=OBJM=1SG.PRON=3SG.PRON,prep = object marker = pron = pron,,k=a=na=e,
kanakana_1,tio,kanakana,vt/vd,kana ; kareepana,RED-scoop,,,kana-kana,
kanakana_2,tio,kanakana,n2,kana,RED-scoop,,,kana-kana,
kanakana_ni,tio,kanakana ni,vt.constr,,RED-scoop APPL,vt - appl,,kana-kana ni,
kanam,tio,kanam,clitic constr,LX000003 ; LX000019 ; ki,DAT=1PL.EX.OBJM=1PL.EX.PRON,prep = object marker = pron,,k=a=nam,
kanao_anaa,tio,kanao anaa,clitic constr,,DAT=OBJM = thither object marker=1SG.PRON,prep = object marker = adv - object marker = pron,,k=a=nao a=naa,
kanao_anam,tio,kanao anam,clitic constr,,DAT=OBJM=thither OBJM=1PL.EX.PRON,prep = object marker = adv - object marker = pron,,k=a-=nao a=nam,
kaneasun,tio,kaneasun,n3,porete_1,,,,,
kankong,tio,kankong,n2,vasupisupi,,,,,
kanokanono,tio,kanokanono,n2,kanono,RED-string,,,kano-kanono,
kanom_ameam,tio,kanom ameam,clitic constr,ameam ; ki ; nom,DAT=OBJM=IPFV 2PL.OBJM=2PL.PRON,prep = object marker = tam - object marker = pron,,k=a=nom ame=am,
kanom_anaa,tio,kanom anaa,clitic constr,kanomanaa ; ki ; nom,DAT=OBJM=IPFV OBJM=1SG.PRON,prep = object marker = tam - object marker = pron,,k=a=nom a=naa,kanomanaa
kanomanaa,tio,kanomanaa,clitic constr,anaa ; ki ; nom,DAT=OBJM=IPFV OBJM=1SG.PRON,prep = object marker = tam = object marker = pron,,k=a=nom a=naa,kanom anaa
kanomanam,tio,kanomanam,clitic constr,anam ; ki ; nom,DAT=OBJM=IPFV=OBJM=1PL.EX.PRON,prep = object marker = tam = obejct marker = pron,,k=a=nom=a-nam,
kanono,tio,kanono,n2,roveana_1 ; sitiring ; vinugu,,,,,
kantei,tio,kantei,interjection,,,,,,
kanuha,tio,kanuha,n2,subaaka ; vihoko,,,,,
kao,tio,kao,vi/vt,nao_1,,,,,
kao_binubinu,tio,kao binubinu,vi.constr,binubinu,move around,vi - adv,,kao binubinu,
kao_geve,tio,kao geve,vi/vt.constr,,move turn.away,vi/vt - adv,,kao geve,
kao_gunaha,tio,kao gunaha,vi.constr,gunaha ; hoohoa,move go.down,vi - vi,,kao gunaha,
kao_gunaha_taneo,tio,kao gunaha taneo,vi.constr,,move go.down start,vi - vi - vi,,kao gunaha taneo,
kao_hiava,tio,kao hiava,vi.constr,hiava,move go.up,vi - vi,,kao hiava,
kao_hihivaa,tio,kao hihivaa,vi.constr,,move hot,vi - vi,,kao hihivaa,
kao_hopo,tio,kao hopo,vi.constr,hopo_1,move enter,vi - vi,,kao hopo,
kao_hovo,tio,kao hovo,vi.constr,hovo_1,move enter,vi - vi,,kao hovo,
kao_igoigosi,tio,kao igoigosi,vi.constr,igosi_ni,move RED-disgusted,vi - vi,,kao igo-igosi,
kao_irihi,tio,kao irihi,vi.constr,irihi,move edge.of.the.reef,vi - n,,kao irihi,
kao_kokoraa,tio,kao kokoraa,vi.constr,kokoraa,move bare,vi - adj,,kao kokoraa,
kao_pinopino,tio,kao pinopino,vi.constr,pino ; pinopino,move carelessly,vi - adv,,kao pinopino,
kao_pupuru,tio,kao pupuru,vi.constr,,move open,vi - vi,,kao pupuru,
kao_rihina,tio,kao rihina,vt.constr,rihina_2,move close,vi - prep,,kao rihina,
kao_tatana,tio,kao tatana,vt.constr,tatana,move meet,vi - vt,,kao tatana,
kao_taviri_vo,tio,kao taviri vo,vi.constr,,move go.around GOAL,vi - vi - prep,,kao taviri vo,
kao_tavus,tio,kao tavus,vi/vt.constr,,move come.out,vi - vi/vt,,kao tavus,
kao_tavusu_maa,tio,kao tavusu maa,vi.constr,maa_1 ; tavusu_1,move go.out hither,vi - vi -adv,,kao tavusu maa,
kao_tovuhu_1,tio,kao tovuhu,vi.constr,kao_hihivaa ; tovuhu_1,move cold,vi - vi,,kao tovuhu,
kao_tovuhu_2,tio,kao tovuhu,n3.constr,tovuhu_1,move cold,vi - vi,,kao tovuhu,
kao_vaakitoo,tio,kao vaakitoo,vt.constr,maagisi,move search,vi - vt,,kao vaakitoo,
kao_vahuusu,tio,kao vahuusu,vi/vt.constr,vahuusu,move close,vi - vi/vt,,kao vahuusu,
kao_voosu,tio,kao voosu,vi.constr,,move go.home,vi - vi,,kao voosu,
kaokahi,tio,kaokahi,vt,kahi_1 ; kao,move-from,,,kao-kahi,kao kahi
kaokao,tio,kaokao,vi/vt,,RED-move,,,kao-kao,
kaokao_2,tio,kaokao,n2,,RED-move,,,kao-kao,
kaokao_binubinu,tio,kaokao binubinu,vi.constr,binubinu ; kamau_1,RED-move everywhere,vi - adv,,kao-kao binubinu,
kaokao_kahi,tio,kaokao kahi,vt.constr,,RED-move from,vi - prep,,kao-kao kahi,
kaokao_tovuhu,tio,kaokao tovuhu,vi.constr,kao_tovuhu_1,RED-move cold,vi - vi,,kao-kao tovuhu,
kaokaotaviri,tio,kaokaotaviri,n2,boon_2 ; katoo,RED-move-around,,,kao-kao-taviri,
kaokaoto,tio,kaokaoto,n2,katoo,,,,,
kaoto_1,tio,kaoto,n3,revasin_1,,,,,
kaoto_2,tio,kaoto,n2,ohita_2,,,,,
kapa_1,tio,kapa,n2/n3,anoo ; goroto ; kioru_2,,,,,
kapa_2,tio,kapa,vt,kapa_1 ; mosi_kapa ; takapa,,,,,
kapa_3,tio,kapa,n2,,sheet.metal,,,kapa,
kapa_ahe,tio,kapa ahe,vt.constr,ahe_2 ; irihi ; kapa_2 ; vuvuatovo,lift recognising,vt - adv,,kapa ahe,
kapa_apaapa,tio,kapa apaapa,adj.constr,apaapa ; kapa_1,cover thin,n - adj,,kapa apaapa,
kapa_kahi,tio,kapa kahi,vd,kapa_2,lift.and.remove from,,,kapa kahi,
kapa_kakaavoo,tio,kapa kakaavoo,adj.constr,pasupua,cover white,n - adj,,kapa kakaavoo,
kapa_kakaniva,tio,kapa kakaniva,adj.constr,mesu,cover sharp,n - adj,,kapa kakaniva,
kapa_kaukau,tio,kapa kaukau,n3.constr,kaukau,,n - n,,,
kapa_kikis,tio,kapa kikis,adj.constr,buoto ; havanao ; kikis_1,cover strong,n - adj,,kapa kikis,
kapa_kokopo,tio,kapa kokopo,n3.constr,kokopo_1,covering cover,n - vt,,kapa kokopo,
kapa_kokoraa,tio,kapa kokoraa,n3.constr,kokoraa ; pesu_2 ; pesun,skin bare,n - adj,,kapa kokoraa,
